zcr_mean,zcr_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,chroma1_mean,chroma1_std,chroma2_mean,chroma2_std,chroma3_mean,chroma3_std,chroma4_mean,chroma4_std,chroma5_mean,chroma5_std,chroma6_mean,chroma6_std,chroma7_mean,chroma7_std,chroma8_mean,chroma8_std,chroma9_mean,chroma9_std,chroma10_mean,chroma10_std,chroma11_mean,chroma11_std,chroma12_mean,chroma12_std,anomaly_score,anomaly
0.0814004856137575,0.0677706755816712,0.2154041528701782,0.1440360099077224,2237.5284717245777,1292.388708746705,2373.209061192854,1004.6125144199398,4828.081269388116,2797.322097438928,-126.7675552368164,150.41644287109375,76.2598876953125,47.14656066894531,19.951499938964844,21.528669357299805,24.526195526123047,20.36825942993164,4.657717704772949,12.597455024719238,-1.2783492803573608,15.040400505065918,-1.0582189559936523,13.56142520904541,-3.266788959503174,15.467384338378906,-7.469686985015869,10.81439208984375,-0.1864081472158432,13.580124855041504,-4.920986652374268,13.01396942138672,0.4736799299716949,12.12887954711914,-6.08521032333374,11.436095237731934,0.3072148561477661,0.3013086915016174,0.3600444793701172,0.3340288698673248,0.2532499730587005,0.2440868765115738,0.339695543050766,0.3630011975765228,0.2596476972103119,0.2278210967779159,0.3667797744274139,0.3551225364208221,0.253018856048584,0.23653644323349,0.265904814004898,0.2314196974039077,0.442245215177536,0.37056964635849,0.3273568451404571,0.2711987495422363,0.3569341003894806,0.3463452756404876,0.2440240979194641,0.2480124682188034,-0.0,0
